cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
34752830000000,D,,Natomas Unified,Sacramento,3914,518,481,476,473,197,38.03
34752830102236,S,Inderkum High,Natomas Unified,Sacramento,1574,223,456,463,445,65,29.15
34752830112425,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,542,98,493,490,487,46,46.94
34752830126060,S,Leroy Greene Academy,Natomas Unified,Sacramento,59,0,NA,NA,NA,NA,NA
34752833430584,S,Natomas High,Natomas Unified,Sacramento,1077,87,471,465,467,29,33.33
34752833430659,S,Natomas Charter,Natomas Unified,Sacramento,478,110,530,499,521,57,51.82
34765050000000,D,,Twin Rivers Unified,Sacramento,8906,654,430,439,423,132,20.18
34765050101832,S,Futures High,Twin Rivers Unified,Sacramento,345,13,475,476,510,5,38.46
34765050108415,S,Heritage Peak Charter,Twin Rivers Unified,Sacramento,593,21,480,499,466,7,33.33
34765050108795,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,147,0,NA,NA,NA,NA,NA
34765050108837,S,Community Collaborative Charter,Twin Rivers Unified,Sacramento,507,2,*,*,*,*,*
34765050114272,S,SAVA: Sacramento Academic and Vocational,Twin Rivers Unified,Sacramento,735,2,*,*,*,*,*
34765050125203,S,Nova Opportunity,Twin Rivers Unified,Sacramento,13,0,NA,NA,NA,NA,NA
34765053430634,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,547,1,*,*,*,*,*
34765053433265,S,Foothill High,Twin Rivers Unified,Sacramento,1076,117,460,452,438,33,28.21
34765053433794,S,Grant Union High,Twin Rivers Unified,Sacramento,1983,268,402,412,402,29,10.82
34765053434370,S,Highlands High,Twin Rivers Unified,Sacramento,823,81,417,437,412,14,17.28
34765053436979,S,Rio Linda High,Twin Rivers Unified,Sacramento,1751,149,452,467,440,43,28.86
35000000000000,C,,,San Benito,3462,416,483,489,479,155,37.26
35103550000000,D,,San Benito County Office of Ed,San Benito,94,0,NA,NA,NA,NA,NA
35103553530037,S,San Benito County Opportunity,San Benito County Office of Ed,San Benito,28,0,NA,NA,NA,NA,NA
35675380000000,D,,San Benito High,San Benito,3011,370,483,489,480,140,37.84
35675383537008,S,San Benito High,San Benito High,San Benito,2873,370,483,489,480,140,37.84
35752590000000,D,,Aromas/San Juan Unified,San Benito,357,46,478,486,468,15,32.61
35752593530060,S,Anzar High,Aromas/San Juan Unified,San Benito,357,46,478,486,468,15,32.61
36000000000000,C,,,San Bernardino,131061,16204,470,479,463,5755,35.52
36103630000000,D,,San Bernardino County Office o,San Bernardino,1251,0,NA,NA,NA,NA,NA
36675870000000,D,,Adelanto Elementary,San Bernardino,1162,1,*,*,*,*,*
36675870120592,S,Alta Vista Public,Adelanto Elementary,San Bernardino,1081,1,*,*,*,*,*
36675870128462,S,Taylion High Desert Academy/Adelanto,Adelanto Elementary,San Bernardino,81,0,NA,NA,NA,NA,NA
36676110000000,D,,Barstow Unified,San Bernardino,1604,109,450,470,452,30,27.52
36676113630712,S,Central High (Continuation),Barstow Unified,San Bernardino,250,1,*,*,*,*,*
36676113630803,S,Barstow High,Barstow Unified,San Bernardino,1336,108,448,469,451,29,26.85
36676370000000,D,,Bear Valley Unified,San Bernardino,844,91,505,530,481,48,52.75
36676373631066,S,Big Bear High,Bear Valley Unified,San Bernardino,797,91,505,530,481,48,52.75
36676520000000,D,,Chaffey Joint Union High,San Bernardino,24747,4061,475,492,469,1574,38.76
36676520126243,S,Chaffey District Online High,Chaffey Joint Union High,San Bernardino,116,0,NA,NA,NA,NA,NA
36676523630225,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,2638,443,487,498,472,180,40.63
36676523630373,S,Etiwanda High,Chaffey Joint Union High,San Bernardino,3296,579,481,501,476,249,43.01
36676523630571,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,3436,700,496,506,484,320,45.71
36676523631058,S,Los Osos High,Chaffey Joint Union High,San Bernardino,3150,732,513,537,505,413,56.42
36676523631157,S,Colony High,Chaffey Joint Union High,San Bernardino,2202,259,472,484,462,96,37.07
36676523632205,S,Chaffey High,Chaffey Joint Union High,San Bernardino,3596,413,450,452,450,107,25.91
36676523633906,S,Montclair High,Chaffey Joint Union High,San Bernardino,3113,528,432,459,435,114,21.59
36676523634482,S,Ontario High,Chaffey Joint Union High,San Bernardino,2616,407,427,456,431,95,23.34
36676780000000,D,,Chino Valley Unified,San Bernardino,10246,2004,496,514,491,972,48.50
36676783630035,S,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,1915,226,468,468,466,76,33.63
36676783630522,S,Ruben S. Ayala High,Chino Valley Unified,San Bernardino,2516,701,512,540,506,400,57.06
36676783631017,S,Chino Hills High,Chino Valley Unified,San Bernardino,3062,716,508,530,506,390,54.47
36676783631769,S,Buena Vista Continuation High,Chino Valley Unified,San Bernardino,183,1,*,*,*,*,*
36676783632502,S,Chino High,Chino Valley Unified,San Bernardino,2416,360,458,462,449,106,29.44
36676860000000,D,,Colton Joint Unified,San Bernardino,6722,596,441,448,434,135,22.65
36676860125500,S,Grand Terrace High School at the Ray Abr,Colton Joint Unified,San Bernardino,2231,201,456,456,440,55,27.36
36676863630399,S,Washington High,Colton Joint Unified,San Bernardino,128,0,NA,NA,NA,NA,NA
36676863631322,S,Bloomington High,Colton Joint Unified,San Bernardino,2123,243,441,452,438,61,25.10
36676863632742,S,Colton High,Colton Joint Unified,San Bernardino,1940,195,427,438,423,32,16.41
36677100000000,D,,Fontana Unified,San Bernardino,12863,1702,437,442,432,345,20.27
36677100108191,S,Summit High,Fontana Unified,San Bernardino,2463,370,444,447,435,84,22.70
36677100120758,S,Jurupa Hills High,Fontana Unified,San Bernardino,2128,367,444,442,435,84,22.89
36677103630019,S,Birch High (Continuation),Fontana Unified,San Bernardino,316,1,*,*,*,*,*
36677103630555,S,Fontana A. B. Miller High,Fontana Unified,San Bernardino,2473,302,434,436,433,51,16.89
36677103630902,S,Henry J. Kaiser High,Fontana Unified,San Bernardino,2424,355,435,437,425,65,18.31
36677103633302,S,Fontana High,Fontana Unified,San Bernardino,2475,307,427,449,432,61,19.87
36677360000000,D,,Helendale Elementary,San Bernardino,307,23,477,446,460,8,34.78
36677360116723,S,Academy of Careers and Exploration,Helendale Elementary,San Bernardino,257,23,477,446,460,8,34.78
36677360128439,S,Empire Springs Charter,Helendale Elementary,San Bernardino,50,0,NA,NA,NA,NA,NA
36677770000000,D,,Morongo Unified,San Bernardino,2538,178,494,502,488,84,47.19
36677770124214,S,Hope Academy Charter,Morongo Unified,San Bernardino,260,0,NA,NA,NA,NA,NA
36677773636743,S,Twentynine Palms High,Morongo Unified,San Bernardino,775,69,492,509,483,33,47.83
36677773638616,S,Yucca Valley High,Morongo Unified,San Bernardino,1360,109,495,497,491,51,46.79
36678010000000,D,,Needles Unified,San Bernardino,230,17,464,465,424,3,17.65
36678013634169,S,Needles High,Needles Unified,San Bernardino,219,17,464,465,424,3,17.65
36678270000000,D,,Oro Grande Elementary,San Bernardino,1869,132,451,435,443,34,25.76
36678270111807,S,Mojave River Academy,Oro Grande Elementary,San Bernardino,1172,3,*,*,*,*,*
36678270113928,S,Riverside Preparatory,Oro Grande Elementary,San Bernardino,697,129,449,433,443,33,25.58
36678430000000,D,,Redlands Unified,San Bernardino,7353,1269,507,511,496,640,50.43
36678430118802,S,Citrus Valley High,Redlands Unified,San Bernardino,2277,433,487,491,473,182,42.03
36678433630779,S,Redlands East Valley High,Redlands Unified,San Bernardino,2179,366,507,511,498,188,51.37
36678433630928,S,Grove,Redlands Unified,San Bernardino,136,35,562,519,530,24,68.57
36678433634995,S,Orangewood High (Continuation),Redlands Unified,San Bernardino,264,1,*,*,*,*,*
36678433635042,S,Redlands Senior High,Redlands Unified,San Bernardino,2340,434,521,531,514,246,56.68
36678500000000,D,,Rialto Unified,San Bernardino,8172,1065,436,448,435,231,21.69
36678500102830,S,Wilmer Amina Carter High,Rialto Unified,San Bernardino,2411,373,438,442,444,90,24.13
36678503630530,S,Zupanic High,Rialto Unified,San Bernardino,99,0,NA,NA,NA,NA,NA
36678503630597,S,Rialto High,Rialto Unified,San Bernardino,2960,430,437,448,434,92,21.40
36678503633005,S,Eisenhower Senior High,Rialto Unified,San Bernardino,2377,262,430,455,424,49,18.70
36678680000000,D,,Rim of the World Unified,San Bernardino,1362,173,507,501,490,87,50.29
36678683630241,S,Mountain High,Rim of the World Unified,San Bernardino,128,1,*,*,*,*,*
36678683635265,S,Rim of the World Senior High,Rim of the World Unified,San Bernardino,1231,172,507,501,489,86,50.00
36678760000000,D,,San Bernardino City Unified,San Bernardino,15601,1548,436,444,433,331,21.38
36678760107730,S,ASA Charter,San Bernardino City Unified,San Bernardino,104,0,NA,NA,NA,NA,NA
36678760109850,S,Public Safety Academy,San Bernardino City Unified,San Bernardino,207,20,424,449,416,2,10.00
36678760114405,S,"Casa Ramona Academy for Technology, Comm",San Bernardino City Unified,San Bernardino,71,9,*,*,*,*,*
36678760120568,S,Options for Youth-San Bernardino,San Bernardino City Unified,San Bernardino,566,10,*,*,*,*,*
36678760122572,S,The Academy of the Inland Empire,San Bernardino City Unified,San Bernardino,563,1,*,*,*,*,*
36678760125450,S,Indian Springs High,San Bernardino City Unified,San Bernardino,1509,69,400,401,402,6,8.70
36678760128405,S,Center For Learning and Educational Succ,San Bernardino City Unified,San Bernardino,26,0,NA,NA,NA,NA,NA
36678763630308,S,San Andreas High,San Bernardino City Unified,San Bernardino,572,1,*,*,*,*,*
36678763630548,S,Alternative Learning Center,San Bernardino City Unified,San Bernardino,39,0,NA,NA,NA,NA,NA
36678763630993,S,Provisional Accelerated Learning Academy,San Bernardino City Unified,San Bernardino,230,0,NA,NA,NA,NA,NA
36678763631082,S,Arroyo Valley High,San Bernardino City Unified,San Bernardino,2602,287,431,434,431,56,19.51
36678763631090,S,Middle College High,San Bernardino City Unified,San Bernardino,279,102,454,468,451,26,25.49
36678763632221,S,Cajon High,San Bernardino City Unified,San Bernardino,2782,398,462,466,451,124,31.16
36678763632809,S,Sierra High,San Bernardino City Unified,San Bernardino,414,1,*,*,*,*,*
36678763634680,S,Pacific High,San Bernardino City Unified,San Bernardino,1587,249,421,430,418,31,12.45
36678763635844,S,San Bernardino High,San Bernardino City Unified,San Bernardino,1790,218,420,431,420,27,12.39
36678763636081,S,San Gorgonio High,San Bernardino City Unified,San Bernardino,2079,253,428,441,429,63,24.90
36678920000000,D,,Trona Joint Unified,San Bernardino,69,7,*,*,*,*,*
36678923636487,S,Trona High,Trona Joint Unified,San Bernardino,64,7,*,*,*,*,*
36679340000000,D,,Victor Valley Union High,San Bernardino,10963,849,460,464,457,256,30.15
36679340110064,S,University Preparatory,Victor Valley Union High,San Bernardino,695,249,488,497,491,109,43.78
36679340125419,S,Adelanto High,Victor Valley Union High,San Bernardino,1224,0,NA,NA,NA,NA,NA
36679343630670,S,Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,2557,53,431,409,433,8,15.09
36679343630761,S,Excelsior Charter,Victor Valley Union High,San Bernardino,1268,81,513,491,486,39,48.15
36679343630787,S,Silverado High,Victor Valley Union High,San Bernardino,2654,290,445,447,437,66,22.76
36679343638012,S,Victor Valley High,Victor Valley Union High,San Bernardino,2141,176,431,448,433,34,19.32
36679346114698,S,Cobalt Institute of Math and Science Aca,Victor Valley Union High,San Bernardino,181,0,NA,NA,NA,NA,NA
36679590000000,D,,Yucaipa-Calimesa Joint Unified,San Bernardino,2947,401,486,501,482,188,46.88
36679590101816,S,Green Valley Independent Study,Yucaipa-Calimesa Joint Unified,San Bernardino,22,0,NA,NA,NA,NA,NA
36679593633351,S,Green Valley High,Yucaipa-Calimesa Joint Unified,San Bernardino,108,2,*,*,*,*,*
36679593638509,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,2698,399,486,501,482,188,47.12
36738580000000,D,,Baker Valley Unified,San Bernardino,53,1,*,*,*,*,*
36738583630076,S,Baker High,Baker Valley Unified,San Bernardino,53,1,*,*,*,*,*
36738900000000,D,,Silver Valley Unified,San Bernardino,484,45,493,498,466,18,40.00
36738903630274,S,Silver Valley High,Silver Valley Unified,San Bernardino,425,43,492,499,465,17,39.53
36738903631199,S,Silver Valley Academy,Silver Valley Unified,San Bernardino,40,2,*,*,*,*,*
36739570000000,D,,Snowline Joint Unified,San Bernardino,2582,211,511,530,501,114,54.03
36739573630233,S,Serrano High,Snowline Joint Unified,San Bernardino,2339,211,511,530,501,114,54.03
36739573630589,S,Snowline Virtual,Snowline Joint Unified,San Bernardino,26,0,NA,NA,NA,NA,NA
36750440000000,D,,Hesperia Unified,San Bernardino,8313,832,456,454,447,223,26.80
36750440107516,S,Summit Leadership Academy-High Desert,Hesperia Unified,San Bernardino,216,32,389,381,386,0,0
36750440114389,S,Mirus Secondary,Hesperia Unified,San Bernardino,300,2,*,*,*,*,*
36750440116707,S,Encore Jr./Sr. High School for the Perfo,Hesperia Unified,San Bernardino,616,47,490,469,480,19,40.43
36750440119115,S,Oak Hills High,Hesperia Unified,San Bernardino,2429,321,456,459,453,90,28.04
36750443630407,S,Hesperia High,Hesperia Unified,San Bernardino,1989,204,449,441,439,38,18.63
36750443630746,S,Sultana High,Hesperia Unified,San Bernardino,2066,226,467,467,450,76,33.63
36750443630811,S,Shadow Ridge,Hesperia Unified,San Bernardino,123,0,NA,NA,NA,NA,NA
36750510000000,D,,Lucerne Valley Unified,San Bernardino,390,18,499,491,499,8,44.44
36750510115089,S,Sky Mountain Charter,Lucerne Valley Unified,San Bernardino,130,6,*,*,*,*,*
36750513630563,S,Lucerne Valley High,Lucerne Valley Unified,San Bernardino,229,12,427,448,441,2,16.67
36750690000000,D,,Upland Unified,San Bernardino,3772,528,507,513,496,267,50.57
36750693630456,S,Hillside High,Upland Unified,San Bernardino,230,1,*,*,*,*,*
36750693637584,S,Upland High,Upland Unified,San Bernardino,3538,527,507,513,496,266,50.47
36750770000000,D,,Apple Valley Unified,San Bernardino,4617,500,489,480,477,198,39.60
36750773630423,S,Apple Valley High,Apple Valley Unified,San Bernardino,2217,256,480,473,468,90,35.16
36750773630894,S,Granite Hills High,Apple Valley Unified,San Bernardino,1618,173,486,477,479,67,38.73
36750773631009,S,High Desert Premier Academy,Apple Valley Unified,San Bernardino,316,0,NA,NA,NA,NA,NA
36750773631207,S,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,412,71,528,510,508,41,57.75
37000000000000,C,,,San Diego,159179,25548,508,520,499,13395,52.43
37103710000000,D,,San Diego County Office of Edu,San Diego,2552,20,403,368,379,2,10.00
37103710115998,S,San Pasqual Academy,San Diego County Office of Edu,San Diego,93,11,440,392,400,2,18.18
37103710120493,S,Monarch,San Diego County Office of Edu,San Diego,80,9,*,*,*,*,*
37103716119119,S,Literacy First Charter,San Diego County Office of Edu,San Diego,294,0,NA,NA,NA,NA,NA
37679830000000,D,,Borrego Springs Unified,San Diego,161,23,459,435,458,7,30.43
37679830117887,S,Juan Bautista de Anza,Borrego Springs Unified,San Diego,37,0,NA,NA,NA,NA,NA
37679833730447,S,Borrego Springs High,Borrego Springs Unified,San Diego,122,23,459,435,458,7,30.43
37680230000000,D,,Chula Vista Elementary,San Diego,126,0,NA,NA,NA,NA,NA
37680236115778,S,Chula Vista Learning Community Charter,Chula Vista Elementary,San Diego,126,0,NA,NA,NA,NA,NA
37680310000000,D,,Coronado Unified,San Diego,1197,373,547,547,533,262,70.24
37680310126110,S,Coronado Pathways Charter,Coronado Unified,San Diego,19,0,NA,NA,NA,NA,NA
37680313731478,S,Coronado High,Coronado Unified,San Diego,1158,373,547,547,533,262,70.24
37680490000000,D,,Dehesa Elementary,San Diego,1076,25,550,488,497,13,52.00
37680490119990,S,Diego Hills Charter,Dehesa Elementary,San Diego,775,5,*,*,*,*,*
37680496119564,S,Dehesa Charter,Dehesa Elementary,San Diego,301,20,568,499,511,12,60.00
37681060000000,D,,Escondido Union High,San Diego,9225,1251,497,508,488,606,48.44
37681060111195,S,Classical Academy High,Escondido Union High,San Diego,750,127,570,563,551,99,77.95
37681060127241,S,Del Lago Academy - Campus of Applied Sci,Escondido Union High,San Diego,329,0,NA,NA,NA,NA,NA
37681063730058,S,San Pasqual High,Escondido Union High,San Diego,2265,372,522,539,514,227,61.02
37681063731023,S,Escondido Charter High,Escondido Union High,San Diego,856,147,530,552,519,93,63.27
37681063732054,S,Valley High (Continuation),Escondido Union High,San Diego,393,2,*,*,*,*,*
37681063732062,S,Escondido High,Escondido Union High,San Diego,2460,309,480,481,469,128,41.42
37681063735313,S,Orange Glen High,Escondido Union High,San Diego,2138,294,437,452,432,58,19.73
37681220000000,D,,Fallbrook Union High,San Diego,2589,297,495,504,485,143,48.15
37681223730967,S,Oasis High (Alternative),Fallbrook Union High,San Diego,112,7,*,*,*,*,*
37681223732179,S,Fallbrook High,Fallbrook Union High,San Diego,2332,290,495,505,485,141,48.62
37681300000000,D,,Grossmont Union High,San Diego,22542,3272,490,505,482,1509,46.12
37681303730066,S,Valhalla High,Grossmont Union High,San Diego,2119,353,525,543,518,233,66.01
37681303730702,S,West Hills High,Grossmont Union High,San Diego,1967,324,502,522,494,174,53.70
37681303731262,S,Steele Canyon High,Grossmont Union High,San Diego,2147,414,498,503,492,199,48.07
37681303731536,S,Grossmont Middle College High,Grossmont Union High,San Diego,79,60,529,515,510,38,63.33
37681303731692,S,El Cajon Valley High,Grossmont Union High,San Diego,1784,163,450,472,461,52,31.90
37681303731809,S,El Capitan High,Grossmont Union High,San Diego,1611,143,489,506,472,59,41.26
37681303732336,S,Granite Hills High,Grossmont Union High,San Diego,2563,367,494,515,485,175,47.68
37681303732559,S,Chaparral High,Grossmont Union High,San Diego,328,1,*,*,*,*,*
37681303732625,S,Grossmont High,Grossmont Union High,San Diego,2342,333,507,518,489,161,48.35
37681303732732,S,Helix High,Grossmont Union High,San Diego,2499,530,475,489,466,193,36.42
37681303734548,S,Monte Vista High,Grossmont Union High,San Diego,1732,200,464,483,453,73,36.50
37681303734761,S,Mount Miguel High,Grossmont Union High,San Diego,1529,175,431,450,431,39,22.29
37681303737905,S,Santana High,Grossmont Union High,San Diego,1503,209,502,515,498,112,53.59
37681303739000,S,Phoenix High,Grossmont Union High,San Diego,129,0,NA,NA,NA,NA,NA
